series_code,series_name,variant,n_obs,var_omega,acf1,acf2,window,lags,no_model_share,mean_cond,median_cond,sign_stability_x,sign_stability_lag1,mean_r2
07,Добыча металлических руд,adj_unsmoothed,156.0,0.0002443074538698798,0.9617253959551793,0.9469960766687329,24,3,0.0,3.3143462515479047,2.8437898058411584,1.0,0.5789473684210527,0.393300644424515
07,Добыча металлических руд,raw,156.0,0.00295072267910155,0.8176763101506759,0.6836756175579316,24,3,0.0,3.928322729688743,3.9338838704954138,1.0,1.0,0.6310020762348021
07.1,Добыча и обогащение железных,adj_smoothed,156.0,3.006205598270634e-05,0.9903752860577114,0.9651613444503979,24,3,0.0,63.14043623455106,55.39495245428868,1.0,1.0,0.9324300417439021
07.1,Добыча и обогащение железных,adj_unsmoothed,156.0,0.00028563858960326666,0.9157291922086027,0.8780097214251201,24,3,0.0,3.05750456867311,2.183460834659615,0.9699248120300752,0.556390977443609,0.44021791816586264
07.1,Добыча и обогащение железных,raw,156.0,0.0025619524757955654,0.5001896378020066,0.6247756387863841,24,3,0.0,2.2083116274253234,2.205464133151426,1.0,0.5338345864661654,0.6717580015156115
07.2,Добыча руд цветных металлов,adj_smoothed,156.0,0.000110585605919295,0.9978797454337331,0.9921946199637149,24,3,0.0,82.06027920628931,65.10784373812857,1.0,1.0,0.9413358773831678
07.2,Добыча руд цветных металлов,adj_unsmoothed,156.0,0.0008469184523514256,0.9797571103172601,0.973188775873534,24,3,0.0,3.2183871416132375,2.522525052717073,1.0,0.5939849624060151,0.4236463837743735
07.2,Добыча руд цветных металлов,raw,156.0,0.011054343899706536,0.8966950768704339,0.6936518893687721,24,3,0.0,8.018722692512625,7.720652137297899,1.0,0.6466165413533834,0.7620494795377081
08,Добыча прочих полезных ископаем,adj_smoothed,156.0,0.0008660965791460316,0.9666000017980639,0.8801351578616888,24,3,0.0,44.58960172047298,37.27188061149053,1.0,1.0,0.9375395531893478
08,Добыча прочих полезных ископаем,adj_unsmoothed,156.0,0.011228071181364789,0.6465468096024857,0.6259417781733884,24,3,0.0,2.004113647927793,1.9164450013703678,1.0,0.6015037593984962,0.5053653994783932
08,Добыча прочих полезных ископаем,raw,156.0,0.027056368262692494,0.7082428178924276,0.48944392813004206,24,3,0.0,3.7404774515084256,3.616090312050419,0.9774436090225563,0.7218045112781954,0.46797299939501696
08.1,"Добыча камня, песка и глины",adj_smoothed,156.0,0.0003050980513628758,0.9949662965151683,0.9825157998326454,24,3,0.0,43.04999903955685,31.623920502313883,1.0,1.0,0.9277452810491765
08.1,"Добыча камня, песка и глины",adj_unsmoothed,156.0,0.007862719368352762,0.8864932075158272,0.8862299016707968,24,3,0.0,1.8553885568523565,1.7718018989588533,1.0,0.5338345864661654,0.5478810386403785
08.1,"Добыча камня, песка и глины",raw,156.0,0.03983559271361028,0.8568800645373533,0.5904599754057939,24,3,0.0,7.5189084871427605,6.835483550815031,0.7593984962406015,0.6466165413533834,0.6065089465468952
