date,series_code,series_name,series_label,variant,index_value
2024-10-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,100.883
2024-11-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,100.821
2024-12-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,100.613
2025-01-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,100.198
2025-02-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,99.8224
2025-03-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,99.7575
2025-04-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,99.978
2025-05-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,100.255
2025-06-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,100.48
2025-07-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,100.734
2025-08-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,101.121
2025-09-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,101.632
2025-10-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,102.063
2025-11-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,102.036
2025-12-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_smoothed,101.07
2013-01-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,100.001
2013-02-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,100.446
2013-03-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,100.732
2013-04-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,101.055
2013-05-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,100.962
2013-06-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,101.075
2013-07-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,101.716
2013-08-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,102.035
2013-09-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,101.722
2013-10-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,101.358
2013-11-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,101.392
2013-12-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,101.657
2014-01-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,101.822
2014-02-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,101.598
2014-03-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,101.533
2014-04-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,101.591
2014-05-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,102.127
2014-06-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,102.226
2014-07-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,101.154
2014-08-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,101.506
2014-09-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,101.152
2014-10-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,100.772
2014-11-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,100.816
2014-12-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,100.899
2015-01-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,101.218
2015-02-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,101.299
2015-03-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,101.364
2015-04-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,101.458
2015-05-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,101.599
2015-06-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,101.368
2015-07-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,101.344
2015-08-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,101.947
2015-09-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,101.599
2015-10-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,102.225
2015-11-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,102.261
2015-12-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,101.918
2016-01-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,102.754
2016-02-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,102.392
2016-03-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,102.984
2016-04-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,102.782
2016-05-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,102.672
2016-06-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,103.027
2016-07-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,103.638
2016-08-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,102.335
2016-09-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,105.244
2016-10-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,106.042
2016-11-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,106.27
2016-12-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,106.031
2017-01-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,105.396
2017-02-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,105.604
2017-03-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,104.839
2017-04-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,104.923
2017-05-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,105.587
2017-06-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,105.241
2017-07-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,105.239
2017-08-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,105.527
2017-09-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,103.706
2017-10-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,104.088
2017-11-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,104.106
2017-12-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,104.542
2018-01-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,104.689
2018-02-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,104.964
2018-03-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,106.189
2018-04-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,106.605
2018-05-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,106.759
2018-06-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,107.834
2018-07-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,108.976
2018-08-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,109.673
2018-09-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,110.347
2018-10-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,110.215
2018-11-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,109.591
2018-12-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,110.256
2019-01-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,109.145
2019-02-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,109.918
2019-03-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,110.977
2019-04-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,110.649
2019-05-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,109.877
2019-06-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,110.243
2019-07-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,110.562
2019-08-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,112.312
2019-09-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,110.588
2019-10-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,109.579
2019-11-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,109.867
2019-12-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,109.641
2020-01-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,109.58
2020-02-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,109.156
2020-03-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,109.695
2020-04-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,110.134
2020-05-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,93.8957
2020-06-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,93.1563
2020-07-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,94.1095
2020-08-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,99.5339
2020-09-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,99.1108
2020-10-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,98.6881
2020-11-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,98.7303
2020-12-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,98.8203
2021-01-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,99.9326
2021-02-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,99.0945
2021-03-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,100.686
2021-04-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,103.324
2021-05-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,104.22
2021-06-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,104.995
2021-07-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,104.476
2021-08-01,06,Добыча сырой нефти и природного,06 Добыча сырой нефти и природного,adj_unsmoothed,104.521
