start,end,model_name,valid,a,k,alpha,segment,model,case,regime,method,observation,R2,g,q,gamma
177,180,base,False,,,,late,base,base_a_1_5,быстрое насыщение,direct,clean,,,,
0,25,base,True,1.5000000000000002,1.0000000000000002,1.5000000000000007,early,base,base_a_1_5,быстрое насыщение,regression,clean,1.0,,,
1,26,base,True,1.5,1.0000000000000002,1.5000000000000004,early,base,base_a_1_5,быстрое насыщение,regression,clean,1.0,,,
2,27,base,True,1.500000000000001,1.0000000000000002,1.5000000000000013,early,base,base_a_1_5,быстрое насыщение,regression,clean,1.0,,,
3,28,base,True,1.5000000000000009,1.0,1.5000000000000009,early,base,base_a_1_5,быстрое насыщение,regression,clean,1.0,,,
4,29,base,True,1.5000000000000009,1.0,1.5000000000000009,early,base,base_a_1_5,быстрое насыщение,regression,clean,1.0,,,
5,30,base,True,1.4999999999999996,1.0000000000000002,1.5,early,base,base_a_1_5,быстрое насыщение,regression,clean,1.0,,,
6,31,base,True,1.5000000000000004,1.0000000000000002,1.5000000000000007,early,base,base_a_1_5,быстрое насыщение,regression,clean,1.0,,,
7,32,base,True,1.4999999999999996,1.0000000000000002,1.5,early,base,base_a_1_5,быстрое насыщение,regression,clean,1.0,,,
8,33,base,True,1.5000000000000009,1.0,1.5000000000000009,early,base,base_a_1_5,быстрое насыщение,regression,clean,1.0,,,
9,34,base,True,1.500000000000002,1.0000000000000002,1.5000000000000022,early,base,base_a_1_5,быстрое насыщение,regression,clean,1.0,,,
10,35,base,True,1.5000000000000047,1.0000000000000002,1.500000000000005,early,base,base_a_1_5,быстрое насыщение,regression,clean,1.0,,,
11,36,base,True,1.5000000000002909,0.9999999999999999,1.5000000000002907,early,base,base_a_1_5,быстрое насыщение,regression,clean,1.0,,,
12,37,base,True,1.4999999999994582,1.0000000000000007,1.499999999999459,early,base,base_a_1_5,быстрое насыщение,regression,clean,1.0,,,
13,38,base,True,1.5000000000018718,1.0000000000000007,1.5000000000018727,early,base,base_a_1_5,быстрое насыщение,regression,clean,1.0,,,
14,39,base,True,1.499999999998733,1.0,1.499999999998733,early,base,base_a_1_5,быстрое насыщение,regression,clean,1.0,,,
15,40,base,True,1.5000000000017164,1.0000000000000002,1.5000000000017168,early,base,base_a_1_5,быстрое насыщение,regression,clean,1.0,,,
16,41,base,True,1.4999999999937197,1.0000000000000007,1.4999999999937208,early,base,base_a_1_5,быстрое насыщение,regression,clean,1.0,,,
17,42,base,True,1.5000000000163378,1.0000000000000002,1.5000000000163383,early,base,base_a_1_5,быстрое насыщение,regression,clean,1.0,,,
18,43,base,True,1.4999999999668099,1.0,1.4999999999668099,early,base,base_a_1_5,быстрое насыщение,regression,clean,1.0,,,
19,44,base,True,1.499999999990862,1.0000000000000002,1.4999999999908624,early,base,base_a_1_5,быстрое насыщение,regression,clean,1.0,,,
20,45,base,True,1.4999999998303324,1.0000000000000007,1.4999999998303333,early,base,base_a_1_5,быстрое насыщение,regression,clean,1.0,,,
21,46,base,True,1.4999999999510645,1.0,1.4999999999510645,early,base,base_a_1_5,быстрое насыщение,regression,clean,1.0,,,
22,47,base,True,1.4999999992488509,0.9999999999999999,1.4999999992488506,early,base,base_a_1_5,быстрое насыщение,regression,clean,1.0,,,
23,48,base,True,1.5000000012689223,1.0000000000000004,1.500000001268923,early,base,base_a_1_5,быстрое насыщение,regression,clean,1.0,,,
24,49,base,True,1.4999999959058663,1.0000000000000007,1.4999999959058672,early,base,base_a_1_5,быстрое насыщение,regression,clean,1.0,,,
25,50,base,True,1.5000000009964134,0.9999999999999999,1.5000000009964132,early,base,base_a_1_5,быстрое насыщение,regression,clean,1.0,,,
26,51,base,True,1.4999999880636896,1.0000000000000002,1.4999999880636898,early,base,base_a_1_5,быстрое насыщение,regression,clean,0.9999999999999999,,,
27,52,base,True,1.5000000210337272,1.0000000000000002,1.5000000210337274,early,base,base_a_1_5,быстрое насыщение,regression,clean,0.9999999999999997,,,
28,53,base,True,1.4999999832325699,1.0000000000000002,1.4999999832325703,early,base,base_a_1_5,быстрое насыщение,regression,clean,0.9999999999999977,,,
29,54,base,True,1.5000001259905646,1.0000000000000007,1.5000001259905658,early,base,base_a_1_5,быстрое насыщение,regression,clean,0.999999999999947,,,
30,55,base,True,1.4999998880864935,0.9999999999999997,1.499999888086493,early,base,base_a_1_5,быстрое насыщение,regression,clean,0.9999999999999759,,,
31,56,base,True,1.5000004228205788,1.0000000000000002,1.500000422820579,early,base,base_a_1_5,быстрое насыщение,regression,clean,0.999999999999872,,,
32,57,base,True,1.5000001434430033,1.0,1.5000001434430033,early,base,base_a_1_5,быстрое насыщение,regression,clean,0.9999999999999682,,,
33,58,base,True,1.500001678837918,1.0,1.500001678837918,early,base,base_a_1_5,быстрое насыщение,regression,clean,0.9999999999986865,,,
34,59,base,True,1.4999975108172616,0.9999999999999996,1.499997510817261,early,base,base_a_1_5,быстрое насыщение,regression,clean,0.9999999999850143,,,
35,60,base,True,1.5000075838046731,1.0000000000000007,1.500007583804674,early,base,base_a_1_5,быстрое насыщение,regression,clean,0.9999999998447402,,,
36,61,base,True,1.4999864887647851,1.0000000000000004,1.4999864887647858,early,base,base_a_1_5,быстрое насыщение,regression,clean,0.9999999996236248,,,
37,62,base,True,1.500018015045153,1.0000000000000002,1.5000180150451534,early,base,base_a_1_5,быстрое насыщение,regression,clean,0.9999999993290909,,,
38,63,base,True,1.499917336549418,1.0000000000000004,1.4999173365494187,early,base,base_a_1_5,быстрое насыщение,regression,clean,0.9999999916908117,,,
39,64,base,True,1.5000771432266362,1.0000000000000007,1.500077143226637,early,base,base_a_1_5,быстрое насыщение,regression,clean,0.9999999664125946,,,
40,65,base,True,1.4996833262304459,1.0000000000000007,1.499683326230447,early,base,base_a_1_5,быстрое насыщение,regression,clean,0.999999750333346,,,
41,66,base,True,1.5004575872474113,1.0,1.5004575872474113,early,base,base_a_1_5,быстрое насыщение,regression,clean,0.9999998996606954,,,
42,67,base,True,1.498637375557747,1.0000000000000004,1.4986373755577476,early,base,base_a_1_5,быстрое насыщение,regression,clean,0.9999979412357504,,,
43,68,base,True,1.5022394980092364,1.0000000000000004,1.502239498009237,early,base,base_a_1_5,быстрое насыщение,regression,clean,0.9999927890738475,,,
44,69,base,True,1.494955080521402,1.0000000000000007,1.494955080521403,early,base,base_a_1_5,быстрое насыщение,regression,clean,0.9999547771298836,,,
45,70,base,True,1.5074290314396845,1.0000000000000004,1.5074290314396852,early,base,base_a_1_5,быстрое насыщение,regression,clean,0.9998996067714728,,,
46,71,base,True,1.4787935530693583,1.0000000000000007,1.4787935530693592,early,base,base_a_1_5,быстрое насыщение,regression,clean,0.9992494923725366,,,
47,72,base,True,1.528035521127654,1.0000000000000002,1.5280355211276544,early,base,base_a_1_5,быстрое насыщение,regression,clean,0.9990328878158462,,,
48,73,base,True,1.4294423437311754,1.0000000000000002,1.4294423437311756,middle,base,base_a_1_5,быстрое насыщение,regression,clean,0.9970593658711769,,,
49,74,base,True,1.63150044508088,1.0000000000000004,1.631500445080881,middle,base,base_a_1_5,быстрое насыщение,regression,clean,0.9565707620528809,,,
50,75,base,True,1.2075271624551343,1.0000000000000004,1.207527162455135,middle,base,base_a_1_5,быстрое насыщение,regression,clean,0.882790188177303,,,
51,76,base,False,-7.632783294297992e-17,,7.632783294297988e-17,middle,base,base_a_1_5,быстрое насыщение,regression,clean,1.1102230246251565e-16,,,
52,77,base,False,3.700743415417188e-17,,-3.7007434154171864e-17,middle,base,base_a_1_5,быстрое насыщение,regression,clean,-2.220446049250313e-16,,,
53,78,base,False,-1.8503717077085997e-17,,1.8503717077085978e-17,middle,base,base_a_1_5,быстрое насыщение,regression,clean,1.1102230246251565e-16,,,
54,79,base,False,9.25185853854298e-18,,-9.251858538542975e-18,middle,base,base_a_1_5,быстрое насыщение,regression,clean,0.0,,,
55,80,base,False,-4.6259292692714915e-18,,4.625929269271489e-18,middle,base,base_a_1_5,быстрое насыщение,regression,clean,1.1102230246251565e-16,,,
56,81,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
57,82,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
58,83,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
59,84,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
60,85,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
61,86,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
62,87,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
63,88,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
64,89,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
65,90,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
66,91,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
67,92,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
68,93,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
69,94,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
70,95,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
71,96,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
72,97,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
73,98,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
74,99,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
75,100,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
76,101,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
77,102,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
78,103,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
79,104,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
80,105,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
81,106,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
82,107,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
83,108,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
84,109,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
85,110,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
86,111,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
87,112,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
88,113,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
89,114,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
90,115,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
91,116,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
92,117,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
93,118,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
94,119,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
95,120,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
96,121,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
97,122,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
98,123,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
99,124,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
100,125,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
101,126,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
102,127,base,False,-0.0,,0.0,middle,base,base_a_1_5,быстрое насыщение,regression,clean,,,,
