start,end,model_name,valid,a,k,alpha,segment,model,case,regime,method,observation,R2,g,q,gamma
116,141,mixed,True,,0.0537944284341976,0.06479338842975176,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.204462809917356,-1.09221902017291
117,142,mixed,True,,0.0537944284341983,0.06479338842975257,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.2044628099173555,-1.092219020172911
118,143,mixed,True,,0.0537944284341976,0.06479338842975176,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.204462809917356,-1.09221902017291
119,144,mixed,True,,0.0537944284341983,0.06479338842975257,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.2044628099173555,-1.092219020172911
120,145,mixed,True,,0.0537944284341976,0.06479338842975176,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.204462809917356,-1.09221902017291
121,146,mixed,True,,0.0537944284341983,0.06479338842975257,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.2044628099173555,-1.092219020172911
122,147,mixed,True,,0.0537944284341976,0.06479338842975176,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.204462809917356,-1.09221902017291
123,148,mixed,True,,0.0537944284341983,0.06479338842975257,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.2044628099173555,-1.092219020172911
124,149,mixed,True,,0.0537944284341976,0.06479338842975176,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.204462809917356,-1.09221902017291
125,150,mixed,True,,0.0537944284341983,0.06479338842975257,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.2044628099173555,-1.092219020172911
126,151,mixed,True,,0.0537944284341976,0.06479338842975176,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.204462809917356,-1.09221902017291
127,152,mixed,True,,0.0537944284341983,0.06479338842975257,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.2044628099173555,-1.092219020172911
128,153,mixed,True,,0.0537944284341976,0.06479338842975176,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.204462809917356,-1.09221902017291
129,154,mixed,True,,0.0537944284341983,0.06479338842975257,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.2044628099173555,-1.092219020172911
130,155,mixed,True,,0.0537944284341976,0.06479338842975176,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.204462809917356,-1.09221902017291
131,156,mixed,True,,0.0537944284341983,0.06479338842975257,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.2044628099173555,-1.092219020172911
132,157,mixed,True,,0.0537944284341976,0.06479338842975176,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.204462809917356,-1.09221902017291
133,158,mixed,True,,0.0537944284341983,0.06479338842975257,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.2044628099173555,-1.092219020172911
134,159,mixed,True,,0.0537944284341976,0.06479338842975176,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.204462809917356,-1.09221902017291
135,160,mixed,True,,0.0537944284341983,0.06479338842975257,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.2044628099173555,-1.092219020172911
136,161,mixed,True,,0.0537944284341976,0.06479338842975176,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.204462809917356,-1.09221902017291
137,162,mixed,True,,0.0537944284341983,0.06479338842975257,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.2044628099173555,-1.092219020172911
138,163,mixed,True,,0.0537944284341976,0.06479338842975176,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.204462809917356,-1.09221902017291
139,164,mixed,True,,0.0537944284341983,0.06479338842975257,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.2044628099173555,-1.092219020172911
140,165,mixed,True,,0.0537944284341976,0.06479338842975176,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.204462809917356,-1.09221902017291
141,166,mixed,True,,0.0537944284341983,0.06479338842975257,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.2044628099173555,-1.092219020172911
142,167,mixed,True,,0.0537944284341976,0.06479338842975176,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.204462809917356,-1.09221902017291
143,168,mixed,True,,0.0537944284341983,0.06479338842975257,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.2044628099173555,-1.092219020172911
144,169,mixed,True,,0.0537944284341976,0.06479338842975176,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.204462809917356,-1.09221902017291
145,170,mixed,True,,0.0537944284341983,0.06479338842975257,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.2044628099173555,-1.092219020172911
146,171,mixed,True,,0.0537944284341976,0.06479338842975176,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.204462809917356,-1.09221902017291
147,172,mixed,True,,0.0537944284341983,0.06479338842975257,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.2044628099173555,-1.092219020172911
148,173,mixed,True,,0.0537944284341976,0.06479338842975176,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.204462809917356,-1.09221902017291
149,174,mixed,True,,0.0537944284341983,0.06479338842975257,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.2044628099173555,-1.092219020172911
150,175,mixed,True,,0.0537944284341976,0.06479338842975176,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.204462809917356,-1.09221902017291
151,176,mixed,True,,0.0537944284341983,0.06479338842975257,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.2044628099173555,-1.092219020172911
152,177,mixed,True,,0.0537944284341976,0.06479338842975176,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.204462809917356,-1.09221902017291
153,178,mixed,True,,0.0537944284341983,0.06479338842975257,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.2044628099173555,-1.092219020172911
154,179,mixed,True,,0.0537944284341976,0.06479338842975176,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.204462809917356,-1.09221902017291
155,180,mixed,True,,0.0537944284341983,0.06479338842975257,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,regression,clean,1.0,,1.2044628099173555,-1.092219020172911
0,5,mixed,True,,0.0008134305616865386,2.7810764107634025,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,3418.947531301523,-3.8689773164154064
1,6,mixed,True,,0.004556716464711019,2.8967300447755164,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,635.7055715906218,-3.708836912844912
2,7,mixed,True,,0.01439842515929794,2.7858876273769306,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,193.48557891262942,-3.729188470430956
3,8,mixed,False,,-0.3274598940296672,2.8210283230767166,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-8.614881927559463,-4.850815637996908
4,9,mixed,True,,0.7716091834063022,2.869487740679873,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,3.7188356520232104,-0.6299094858939078
5,10,mixed,True,,1.0160869998987383,2.8050815537705036,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.76067064537786,0.11083745870197886
6,11,mixed,True,,1.0173556478030825,2.7978227055237763,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.7500930589666495,0.11345647755578547
7,12,mixed,True,,0.9764557820067719,2.6373679630011515,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.700959952923768,0.07049770791080597
8,13,mixed,True,,0.9843478090783365,2.792310566015804,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.8367113130777395,0.09861380685948884
9,14,mixed,True,,0.9807560795214163,2.8387808868512643,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.89448206962583,0.09170072872989789
10,15,mixed,True,,1.0365491298554987,3.0643265113309672,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.9562771537497246,0.15094689246363105
11,16,mixed,True,,1.2789443022515135,5.358066008405993,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,4.189444371403354,0.45456087839920734
12,17,mixed,True,,0.8561122503352706,2.023730753378873,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.363861459272823,-0.06741377541051438
13,18,mixed,True,,1.163598182769163,4.632493340780524,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,3.981179593935072,0.3400850717718469
14,19,mixed,True,,1.1392214957470246,4.286444921620613,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,3.7626088847716583,0.3084310574801313
15,20,mixed,True,,1.2518207784748379,5.966357801452178,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,4.766143767577752,0.447804343779806
16,21,mixed,False,,2.9419934300346595,-5.568001726716054,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-1.892594888170929,2.6052278085556657
17,22,mixed,True,,1.177444576395173,4.2233391109077605,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,3.586868711763743,0.3257313384185092
18,23,mixed,False,,-0.8256409538959892,-0.633609056333554,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,0.7674147622446711,-2.184507994303005
19,24,mixed,True,,1.229204899242755,5.689983745503755,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,4.628995335935481,0.415004615224918
20,25,mixed,False,,-3.793136962122132,-1.4409745122386606,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,0.3798899239938028,-6.10506783270089
21,26,mixed,True,,1.2824326126615255,5.553231357563223,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,4.330232483746806,0.4537483949293928
22,27,mixed,False,,-11.819243449383801,-1.6107855231407546,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,0.1362849940471218,-15.831161714491447
23,28,mixed,True,,1.1980097917481662,5.413931032179714,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,4.519104158806222,0.38333240792383116
24,29,mixed,False,,-18.560449171334476,-1.990674380530316,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,0.10725356709603752,-25.35053310623528
25,30,mixed,True,,1.0115475382346113,2.7329341477045372,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.701735750822103,0.09259845175749826
26,31,mixed,True,,1.3939357208985643,8.334630995399523,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,5.979207556304548,0.5703409689490595
27,32,mixed,False,,3.895765767866875,-3.604046731559328,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-0.9251189487022785,3.6436748038336075
28,33,mixed,False,,-0.17661926539266218,-0.17994276647314228,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,1.0188173191247922,-1.3378496258465784
29,34,mixed,True,,1.1356716256189041,4.403919882012708,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,3.8778109646023036,0.304433884567041
30,35,mixed,False,,-0.7819130110005085,-0.6554061995695242,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,0.8382085863117809,-2.174996478865128
31,36,mixed,False,,-0.6313739637797643,-0.5624669255023025,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,0.8908617677787265,-1.9823812841962887
32,37,mixed,False,,-3.3664722767445596,-1.3845505242864766,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,0.411276377901844,-5.463049290586206
33,38,mixed,True,,1.2033776877508744,4.280660666187342,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,3.557204616439201,0.3255142011993596
34,39,mixed,False,,-1.5110561266278604,-0.8978725188559924,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,0.5942019644629114,-3.0244794867968614
35,40,mixed,True,,0.47157516723943915,0.7371836325317103,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,1.563236751517516,-0.5647127939595784
36,41,mixed,False,,2.298706496332866,-7.665775476096314,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-3.334821339011984,1.7169274937477734
37,42,mixed,True,,0.7341394794225118,1.5154605549562767,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.064267891093893,-0.22357569798160715
38,43,mixed,True,,0.8611091825533151,2.034840475300789,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.3630458442763183,-0.06445510658621911
39,44,mixed,False,,2.4610043649436264,-6.04392604926829,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-2.455877825883798,1.9808033516008963
40,45,mixed,True,,0.4922172273258115,0.8185630301414148,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,1.6630117450147401,-0.5449182105248288
41,46,mixed,False,,-4.140884416909251,-1.4921277547948124,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,0.3603403535490454,-6.351508316553512
42,47,mixed,True,,1.6615143856782055,37.26084778577089,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,22.42583519405495,0.91492987723196
43,48,mixed,True,,1.433853869792416,9.144955143195569,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,6.377885038256734,0.6261194635828122
44,49,mixed,False,,-4.09875232657814,-1.2993788022357569,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,0.31701813105661564,-6.200106671416214
45,50,mixed,True,,1.0944405130621844,3.7860983442388854,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,3.4593916243520537,0.2395141894519645
46,51,mixed,True,,0.41930057968152673,0.6738058291212865,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,1.6069756679875455,-0.623088926584577
47,52,mixed,False,,2.0910043095102213,-13.444302785328277,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-6.429591141530146,1.4806466328435584
48,53,mixed,True,,1.411353710166422,9.028128190903955,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,6.396786380247223,0.622293248256499
49,54,mixed,True,,1.2092451750537196,4.7179559558077155,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,3.9015710404617696,0.36162651479561175
50,55,mixed,False,,3.6437634396279823,-3.538010022679,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-0.9709768708366591,3.442515434861587
51,56,mixed,False,,1.9856721673891287,-12.25152870327852,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-6.169965467858426,1.3497391423069227
52,57,mixed,False,,3.4714114841858534,-3.5969025820319818,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-1.0361498769067878,3.2078858137991677
53,58,mixed,True,,1.1042011587261802,4.093359885053798,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,3.7070780561179157,0.27425450306837984
54,59,mixed,False,,2.1692977297659057,-10.62014170876283,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-4.895658886762803,1.6481454698928244
55,60,mixed,True,,0.9853893868470421,2.7266257445638002,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.7670541016158143,0.09210136613907295
56,61,mixed,True,,1.2377729473776908,5.447821060432298,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,4.401308876538214,0.41441792734465155
57,62,mixed,True,,0.7282432188286303,1.517356973294416,early,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.083585447915416,-0.22425775973030082
58,63,mixed,True,,0.8095531110508472,1.836667901671364,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.2687429355774595,-0.12153888446358439
59,64,mixed,False,,1.772054880317115,-33.28537735225555,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-18.783491257504974,1.1154285622844797
60,65,mixed,True,,0.12406286528174429,0.16236099089088096,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,1.3086993478843358,-1.0219315928461172
61,66,mixed,True,,1.4361333982682287,9.048693205639752,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,6.300733077130008,0.6468100815485982
62,67,mixed,False,,-0.027074888637718383,-0.030030698899007557,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,1.1091716498206163,-1.1650092670389998
63,68,mixed,True,,1.137540084365679,4.582193680875653,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,4.028160188685394,0.3178361817955095
64,69,mixed,True,,0.074922896593313,0.09591137993389359,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,1.2801344354651374,-1.0775877725298344
65,70,mixed,True,,0.17511606289632917,0.23838939105036605,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,1.3613222402761274,-0.9486211764185589
66,71,mixed,False,,2.749294235032123,-5.548908007621262,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-2.0183027108978853,2.341651535475877
67,72,mixed,True,,1.1790128817044274,4.2245717601731645,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,3.583143005245165,0.3166061626407619
68,73,mixed,False,,1.8864032502714954,-17.564896110581863,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-9.311315652183001,1.2027662231499843
69,74,mixed,True,,1.144163863363764,4.171478082215591,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,3.64587470010784,0.2880838499973904
70,75,mixed,False,,2.5712548767195487,-6.579982101755074,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-2.5590547873456746,2.0928852589883307
71,76,mixed,True,,1.359654419334443,7.15897374541601,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,5.265289211445626,0.5489858772255383
72,77,mixed,False,,-1.1368886408286818,-0.7620741019784679,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,0.6703155213363639,-2.5575725534535243
73,78,mixed,True,,1.0113799744211591,3.054181597865575,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,3.019816167127066,0.1417703777885432
74,79,mixed,False,,-0.6893948819483745,-0.5827255942417106,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,0.8452711348752776,-2.0399623907217794
75,80,mixed,True,,0.5364466136649492,0.9274725149185453,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,1.728918575106937,-0.4738140918901077
76,81,mixed,True,,0.5267199656727424,0.9030223112248823,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,1.7144258241122783,-0.4861800963452767
77,82,mixed,False,,1.8697557547607928,-25.458302499422757,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-13.61584390613616,1.2089426238720655
78,83,mixed,False,,7.147834687689035,-2.749068967672843,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-0.3846016434050525,7.907378014958912
79,84,mixed,True,,1.2587308203557748,5.276423230693259,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,4.191859884071084,0.41952725622256376
80,85,mixed,False,,-39.851629897986875,-1.8626406543189882,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,0.04673938453927779,-50.91242545524774
81,86,mixed,True,,1.2852597793497513,6.544044062941506,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,5.09161195898647,0.47154146944815994
82,87,mixed,False,,4.910353123527899,-3.3525668293137647,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-0.6827547316811047,5.143403390190142
83,88,mixed,True,,1.2681667085014627,4.972868134125994,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,3.921304747072422,0.4096158576971521
84,89,mixed,False,,3.508049559195938,-3.369220275500093,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-0.9604255067229821,3.151077144111023
85,90,mixed,True,,1.0763908973429528,3.7277642581362813,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,3.463206784206542,0.21999890028949554
86,91,mixed,False,,2.3595342243065485,-8.667226566912316,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-3.6732785977959512,1.8599921481609292
87,92,mixed,True,,1.0461368634308768,3.0749697775273077,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.9393570621751497,0.15220629330934562
88,93,mixed,True,,0.13634019402143788,0.1686239646331345,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,1.2367883575596232,-0.9989451845814247
89,94,mixed,True,,0.980984704907828,2.6555641393228058,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.7070392902530718,0.07279689203743764
90,95,mixed,True,,1.0066452160559,2.8281830186143804,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.809513196412318,0.10526665330614926
91,96,mixed,False,,-1.7189998593345126,-1.0137634219071203,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,0.5897402587918681,-3.28294962775526
92,97,mixed,True,,0.36892809262101733,0.5480070445537474,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,1.4854034038462056,-0.6848702041741747
93,98,mixed,True,,1.293209000164829,6.45150472233783,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,4.988756435746688,0.478809195127596
94,99,mixed,False,,5.707828782802504,-2.9032721388446774,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-0.5086473770187604,6.099205327003606
95,100,mixed,True,,0.7727485935718382,1.5975684846321458,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.067384525732726,-0.20350962904592892
96,101,mixed,True,,0.8657301840412363,1.991339105216527,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.3001844476773794,-0.08661426695360867
97,102,mixed,True,,0.9930443888872491,2.6531662532643256,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.6717499066052,0.0691111619601475
98,103,mixed,True,,0.8994653855201317,2.1516385903914177,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.3921305088880045,-0.04582285674886689
99,104,mixed,True,,1.7124838940814917,221.41236981202556,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,129.29311077158033,0.9740704187359159
100,105,mixed,False,,-3.932128350136545,-1.30070960917117,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,0.3307902218212186,-5.989616038105187
101,106,mixed,True,,1.1913419132336984,5.1386063595760465,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,4.3132926849087,0.36501140322576403
102,107,mixed,False,,-2.48542980953811,-1.275656193777777,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,0.5132537595237275,-4.3840508537130916
103,108,mixed,True,,0.933898592100574,2.34669947225891,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.512799025620747,-0.0016522906031073178
104,109,mixed,True,,0.9598626149913834,2.491950146212677,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,2.5961529361522713,0.030905178344796103
105,110,mixed,True,,1.6108824036458453,27.859377975617043,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,17.294482770787013,0.8522880723719435
106,111,mixed,False,,5.516099122449429,-2.82056142620919,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-0.5113326217670862,5.7437694396220795
107,112,mixed,True,,1.3059349034052652,6.734128707009686,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,5.156557719263218,0.48476634814469743
108,113,mixed,False,,4.615449267536457,-3.453975306281271,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-0.7483508334877366,4.7323954497779255
109,114,mixed,True,,1.138532128902453,3.6046781098995933,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,3.166074999898781,0.23458631477779632
110,115,mixed,False,,1.8980220124688434,-19.943421310809406,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-10.507476298901345,1.180366055911649
111,116,mixed,False,,-23.930340909140376,-1.8188642969167428,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,0.07600661870312152,-30.49318139642215
112,117,mixed,True,,0.05869645665875832,0.0674817964554783,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,1.1496741080606454,-1.0602033320581064
113,118,mixed,True,,1.073271962106356,3.5659355596395867,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,3.3224901847256305,0.21612376874003048
114,119,mixed,True,,0.39801778688899675,0.6079486776457421,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,1.5274409779462772,-0.64929262687203
115,120,mixed,True,,0.5353760653861238,0.9111098824441989,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,1.7018128776210577,-0.4763878847812543
116,121,mixed,True,,0.05679830257942488,0.06860849129640983,middle,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,1.2079320715697441,-1.0747258119874912
117,122,mixed,True,,1.2471936094379117,5.080055385614671,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,4.073189075996118,0.4038403304382231
118,123,mixed,False,,2.503491413505667,-6.408699160962535,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,-2.559904590201235,1.950659401752249
119,124,mixed,True,,1.1442647703812783,4.215403523452611,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,3.683940668773718,0.29318960709381364
120,125,mixed,True,,1.5026806227771294,12.629854553781522,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,8.404882822299308,0.7453356795317709
121,126,mixed,True,,1.093410899847427,3.4410999083045795,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,3.147124204436544,0.20984391824296753
122,127,mixed,True,,1.3840911941904708,8.589910159306644,late,mixed,mixed_q_2_8_gamma_0_1,слабая память,direct,noisy,,,6.2061735493741965,0.5789761476374989
