series_code,series_name,variant,window,start,end,regime_label,interpretability_label,reading_mode,R2_enter,top_beta_predictor,top_b_predictor,b_sum,selected,selected_count,beta_x,beta_lag1,b_x,b_lag1
05,Добыча угля,adj_unsmoothed,24,71,95,turbulent_informative,interpretable,phase_caution,0.16526237411388955,X_n,X_n,-0.0014540330268421014,[],0.0,-0.2567952167617145,-0.05518898467951211,-0.0015102526382675542,-0.00032649954980569593
05,Добыча угля,adj_unsmoothed,24,72,96,turbulent_informative,interpretable,phase_caution,0.20092661807076462,X_n,X_n,-0.001429258092054485,[],0.0,-0.3181564256126304,0.04019461340034172,-0.0018832188632232545,0.00024079091108744838
05,Добыча угля,adj_unsmoothed,24,73,97,turbulent_informative,interpretable,phase_caution,0.22466383317702465,X_n,X_n,-0.002052917866344668,[],0.0,-0.27454036679778754,-0.06977774740826612,-0.0017282061149271244,-0.00043334792879473356
05,Добыча угля,adj_unsmoothed,24,74,98,turbulent_informative,interpretable,phase_caution,0.20737488427619566,Lag_3,Lag_3,-0.002653927371211065,[],0.0,-0.16010009727355834,-0.09965528613572275,-0.0010298865658595882,-0.0006438090987075653
05,Добыча угля,adj_unsmoothed,24,75,99,turbulent_informative,interpretable,phase_caution,0.20798876577261827,Lag_3,Lag_3,-0.002642649987138075,[],0.0,-0.18141273045636497,-0.10482129105522761,-0.001092436510306922,-0.0006746558319574703
05,Добыча угля,adj_unsmoothed,24,76,100,turbulent_informative,interpretable,phase_caution,0.24822567742058643,Lag_3,Lag_3,-0.002923645129389383,[],0.0,-0.19256042531390324,-0.13595225239716455,-0.0011221420596702974,-0.0008302320832811387
05,Добыча угля,adj_unsmoothed,24,77,101,turbulent_informative,interpretable,phase_caution,0.3189939115988928,Lag_3,Lag_3,-0.0027852168553942924,[],0.0,-0.3035413149735273,-0.057060310316405516,-0.001705009077299168,-0.0003226840723323948
05,Добыча угля,adj_unsmoothed,24,78,102,turbulent_informative,interpretable,phase_caution,0.3017071692894343,X_n,X_n,-0.0022698650207205774,[],0.0,-0.34908180717137466,-0.050754703537465806,-0.002047674331174104,-0.0002851593746873453
05,Добыча угля,adj_unsmoothed,24,79,103,turbulent_informative,interpretable,phase_caution,0.17324246235539031,X_n,X_n,-0.0019681402741690106,[],0.0,-0.18567767320910794,-0.14551549645456702,-0.0012157819389080095,-0.0009073735024298164
05,Добыча угля,adj_unsmoothed,24,80,104,turbulent_informative,interpretable,phase_caution,0.14639447004039152,X_n,X_n,-0.0016808443029100758,[],0.0,-0.20837219187091552,-0.11402164425141731,-0.0012595371591838241,-0.0007245023347956815
05,Добыча угля,adj_unsmoothed,24,81,105,turbulent_informative,interpretable,phase_caution,0.11163569448518684,X_n,X_n,-0.0006395737079464144,[],0.0,-0.29915639830374047,0.032000664595848355,-0.001661665311802342,0.00018489663757610946
05,Добыча угля,adj_unsmoothed,24,82,106,turbulent_informative,interpretable,phase_caution,0.17121570126540508,X_n,X_n,0.0009628572745802702,[],0.0,-0.5013311427843017,0.02112511582493512,-0.002521051675742733,0.00010848706341839564
05,Добыча угля,adj_unsmoothed,24,83,107,turbulent_informative,interpretable,phase_caution,0.1808098203434214,X_n,X_n,0.0013720227884190146,[],0.0,-0.5665613322053777,0.04483351138263647,-0.0029674244852240916,0.00022525960658509802
