model,case,regime,start,stage,rho,retained_components,explained_variance_share,validation_r2,validation_mae,true_mass_share,support_90,pairwise_score,false_lag_rate,component_dominance
base,base_a_2_2,затухающие колебания,38,early,0.9,1.0,1.0,1.0,2.1834386150961413e-15,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,38,early,0.95,1.0,1.0,1.0,2.1834386150961413e-15,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,38,early,0.99,1.0,1.0,1.0,2.1834386150961413e-15,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,39,early,0.8,1.0,1.0,1.0,7.771561172376096e-16,0.0909090909090909,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,39,early,0.9,1.0,1.0,1.0,7.771561172376096e-16,0.0909090909090909,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,39,early,0.95,1.0,1.0,1.0,7.771561172376096e-16,0.0909090909090909,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,39,early,0.99,1.0,1.0,1.0,7.771561172376096e-16,0.0909090909090909,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,40,early,0.8,1.0,1.0,1.0,4.070817756958907e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,40,early,0.9,1.0,1.0,1.0,4.070817756958907e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,40,early,0.95,1.0,1.0,1.0,4.070817756958907e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,40,early,0.99,1.0,1.0,1.0,4.070817756958907e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,41,early,0.8,1.0,1.0,1.0,2.220446049250313e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,41,early,0.9,1.0,1.0,1.0,2.220446049250313e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,41,early,0.95,1.0,1.0,1.0,2.220446049250313e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,41,early,0.99,1.0,1.0,1.0,2.220446049250313e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,42,early,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909087,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,42,early,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909087,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,42,early,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909087,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,42,early,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909087,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,43,early,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,43,early,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,43,early,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,43,early,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,44,early,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909084,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,44,early,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909084,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,44,early,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909084,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,44,early,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909084,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,45,early,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,45,early,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,45,early,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,45,early,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,46,early,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,46,early,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,46,early,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,46,early,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,47,early,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,47,early,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,47,early,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,47,early,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,48,middle,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,48,middle,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,48,middle,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,48,middle,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,49,middle,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,49,middle,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,49,middle,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,49,middle,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,50,middle,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,50,middle,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,50,middle,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,50,middle,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,51,middle,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,51,middle,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,51,middle,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,51,middle,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,52,middle,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,52,middle,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,52,middle,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,52,middle,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,53,middle,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,53,middle,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,53,middle,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,53,middle,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,54,middle,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,54,middle,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,54,middle,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,54,middle,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,55,middle,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,55,middle,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,55,middle,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,55,middle,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,56,middle,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,56,middle,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,56,middle,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,56,middle,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,57,middle,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,57,middle,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,57,middle,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,57,middle,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,58,middle,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,58,middle,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,58,middle,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,58,middle,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,59,middle,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,59,middle,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,59,middle,0.95,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,59,middle,0.99,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,60,middle,0.8,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,60,middle,0.9,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,60,middle,0.95,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,60,middle,0.99,1.0,1.0,1.0,1.8503717077085943e-16,0.09090909090909086,10.0,0.0,0.9090909090909091,0.09090909090909094
base,base_a_2_2,затухающие колебания,61,middle,0.8,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
base,base_a_2_2,затухающие колебания,61,middle,0.9,1.0,1.0,1.0,2.0354088784794536e-16,0.09090909090909091,10.0,0.1,0.9090909090909091,0.0909090909090909
