model,case,regime,start,stage,component,variable,loading,abs_loading,loading_share,is_true_predictor
base,base_a_2_2,затухающие колебания,3,early,1,Lag_10,-0.07680519889102465,0.07680519889102465,0.025527484972598994,0
base,base_a_2_2,затухающие колебания,3,early,2,X_n,-0.01587021591751859,0.01587021591751859,0.006947998969251591,1
base,base_a_2_2,затухающие колебания,3,early,2,Lag_1,0.014895555768631082,0.014895555768631082,0.006521291623552174,0
base,base_a_2_2,затухающие колебания,3,early,2,Lag_2,-0.01602842470377844,0.01602842470377844,0.007017262959708494,0
base,base_a_2_2,затухающие колебания,3,early,2,Lag_3,0.011084391931431452,0.011084391931431452,0.004852759667204835,0
base,base_a_2_2,затухающие колебания,3,early,2,Lag_4,-0.016773146328467072,0.016773146328467072,0.007343302952334191,0
base,base_a_2_2,затухающие колебания,3,early,2,Lag_5,-0.0005593540562615568,0.0005593540562615568,0.0002448858557785555,0
base,base_a_2_2,затухающие колебания,3,early,2,Lag_6,0.32371363786573676,0.32371363786573676,0.14172220680003783,0
base,base_a_2_2,затухающие колебания,3,early,2,Lag_7,0.409077011751603,0.409077011751603,0.17909439107612754,0
base,base_a_2_2,затухающие колебания,3,early,2,Lag_8,0.5073242647604025,0.5073242647604025,0.22210715260279437,0
base,base_a_2_2,затухающие колебания,3,early,2,Lag_9,0.4894195976797782,0.4894195976797782,0.21426846855038348,0
base,base_a_2_2,затухающие колебания,3,early,2,Lag_10,0.4793963497105237,0.4793963497105237,0.20988027894282696,0
base,base_a_2_2,затухающие колебания,3,early,3,X_n,-0.05259219698616745,0.05259219698616745,0.023510417967606664,1
base,base_a_2_2,затухающие колебания,3,early,3,Lag_1,0.051092364357964146,0.051092364357964146,0.022839944133250818,0
base,base_a_2_2,затухающие колебания,3,early,3,Lag_2,-0.05118071007763859,0.05118071007763859,0.022879437535584655,0
base,base_a_2_2,затухающие колебания,3,early,3,Lag_3,0.044117963963235814,0.044117963963235814,0.01972216093060897,0
base,base_a_2_2,затухающие колебания,3,early,3,Lag_4,-0.044247329830991854,0.044247329830991854,0.01977999166969155,0
base,base_a_2_2,затухающие колебания,3,early,3,Lag_5,0.02509037916383589,0.02509037916383589,0.011216213334131296,0
base,base_a_2_2,затухающие колебания,3,early,3,Lag_6,0.7186661564222784,0.7186661564222784,0.32126708304475465,0
base,base_a_2_2,затухающие колебания,3,early,3,Lag_7,0.31944701469325587,0.31944701469325587,0.14280317735952283,0
base,base_a_2_2,затухающие колебания,3,early,3,Lag_8,0.084075830490141,0.084075830490141,0.037584623367545464,0
base,base_a_2_2,затухающие колебания,3,early,3,Lag_9,-0.38066791989664717,0.38066791989664717,0.17017090778663393,0
base,base_a_2_2,затухающие колебания,3,early,3,Lag_10,-0.4657962729285831,0.4657962729285831,0.2082260428706691,0
base,base_a_2_2,затухающие колебания,4,early,1,X_n,0.35995717762182977,0.35995717762182977,0.11605437903619928,1
base,base_a_2_2,затухающие колебания,4,early,1,Lag_1,-0.3599626500006903,0.3599626500006903,0.11605614339476743,0
base,base_a_2_2,затухающие колебания,4,early,1,Lag_2,0.3599864175929903,0.3599864175929903,0.11606380634285418,0
base,base_a_2_2,затухающие колебания,4,early,1,Lag_3,-0.3600187901442301,0.3600187901442301,0.11607424362974694,0
base,base_a_2_2,затухающие колебания,4,early,1,Lag_4,0.3601123799301277,0.3601123799301277,0.11610441806482345,0
base,base_a_2_2,затухающие колебания,4,early,1,Lag_5,-0.3602689520484581,0.3602689520484581,0.11615489873612794,0
base,base_a_2_2,затухающие колебания,4,early,1,Lag_6,0.36032630578245567,0.36032630578245567,0.11617339024678061,0
base,base_a_2_2,затухающие колебания,4,early,1,Lag_7,-0.18823942371472918,0.18823942371472918,0.06069057873405227,0
base,base_a_2_2,затухающие колебания,4,early,1,Lag_8,0.190317544527879,0.190317544527879,0.06136058904507233,0
base,base_a_2_2,затухающие колебания,4,early,1,Lag_9,-0.09123351080491779,0.09123351080491779,0.02941474459187168,0
base,base_a_2_2,затухающие колебания,4,early,1,Lag_10,0.11120197056448602,0.11120197056448602,0.03585280817770385,0
base,base_a_2_2,затухающие колебания,4,early,2,X_n,-0.004654567001357631,0.004654567001357631,0.002282632758797328,1
base,base_a_2_2,затухающие колебания,4,early,2,Lag_1,0.004433957029984246,0.004433957029984246,0.0021744440599500777,0
base,base_a_2_2,затухающие колебания,4,early,2,Lag_2,-0.005583672225091031,0.005583672225091031,0.0027382725679235024,0
base,base_a_2_2,затухающие колебания,4,early,2,Lag_3,0.004269988535098102,0.004269988535098102,0.002094032743982634,0
base,base_a_2_2,затухающие колебания,4,early,2,Lag_4,-0.010070308592223399,0.010070308592223399,0.004938550949444407,0
base,base_a_2_2,затухающие колебания,4,early,2,Lag_5,0.003503063143661833,0.003503063143661833,0.0017179270779700323,0
base,base_a_2_2,затухающие колебания,4,early,2,Lag_6,-0.0234982658199598,0.0234982658199598,0.011523716667935564,0
base,base_a_2_2,затухающие колебания,4,early,2,Lag_7,0.40477128772106685,0.40477128772106685,0.19850271806232295,0
base,base_a_2_2,затухающие колебания,4,early,2,Lag_8,0.47749394258782124,0.47749394258782124,0.23416642518205016,0
base,base_a_2_2,затухающие колебания,4,early,2,Lag_9,0.5775821699976409,0.5775821699976409,0.28325040368939,0
base,base_a_2_2,затухающие колебания,4,early,2,Lag_10,0.5232609197138521,0.5232609197138521,0.25661087624023343,0
base,base_a_2_2,затухающие колебания,4,early,3,X_n,0.08778405965707134,0.08778405965707134,0.04366058362984897,1
base,base_a_2_2,затухающие колебания,4,early,3,Lag_1,-0.08765357862041286,0.08765357862041286,0.04359568713001298,0
base,base_a_2_2,затухающие колебания,4,early,3,Lag_2,0.08604509272031945,0.08604509272031945,0.042795685017638536,0
base,base_a_2_2,затухающие колебания,4,early,3,Lag_3,-0.08525937787051655,0.08525937787051655,0.042404899161492836,0
base,base_a_2_2,затухающие колебания,4,early,3,Lag_4,0.07769333508289092,0.07769333508289092,0.03864182594334128,0
base,base_a_2_2,затухающие колебания,4,early,3,Lag_5,-0.07355386927910738,0.07355386927910738,0.0365830069092818,0
base,base_a_2_2,затухающие колебания,4,early,3,Lag_6,0.0530209929165038,0.0530209929165038,0.02637070448110869,0
base,base_a_2_2,затухающие колебания,4,early,3,Lag_7,0.776084593811349,0.776084593811349,0.38599611870659545,0
base,base_a_2_2,затухающие колебания,4,early,3,Lag_8,0.0497396454807322,0.0497396454807322,0.024738682167515954,0
base,base_a_2_2,затухающие колебания,4,early,3,Lag_9,-0.04296016374864581,0.04296016374864581,0.021366815677322848,0
base,base_a_2_2,затухающие колебания,4,early,3,Lag_10,-0.5908073569986878,0.5908073569986878,0.2938459911758405,0
base,base_a_2_2,затухающие колебания,5,early,1,X_n,-0.34050601185711976,0.34050601185711976,0.10724297873713654,1
base,base_a_2_2,затухающие колебания,5,early,1,Lag_1,0.3405125489216009,0.3405125489216009,0.10724503759731151,0
base,base_a_2_2,затухающие колебания,5,early,1,Lag_2,-0.3405124840697892,0.3405124840697892,0.10724501717211718,0
base,base_a_2_2,затухающие колебания,5,early,1,Lag_3,0.34055054542643354,0.34055054542643354,0.10725700466461123,0
base,base_a_2_2,затухающие колебания,5,early,1,Lag_4,-0.34054990076468833,0.34054990076468833,0.10725680162723913,0
base,base_a_2_2,затухающие колебания,5,early,1,Lag_5,0.3407192506923166,0.3407192506923166,0.10731013869047841,0
base,base_a_2_2,затухающие колебания,5,early,1,Lag_6,-0.3407096983116239,0.3407096983116239,0.10730713015105811,0
base,base_a_2_2,затухающие колебания,5,early,1,Lag_7,0.3410653282096408,0.3410653282096408,0.10741913642484843,0
base,base_a_2_2,затухающие колебания,5,early,1,Lag_8,-0.1824455024599721,0.1824455024599721,0.057461538004242634,0
base,base_a_2_2,затухающие колебания,5,early,1,Lag_9,0.17010228205193978,0.17010228205193978,0.05357401861347825,0
base,base_a_2_2,затухающие колебания,5,early,1,Lag_10,-0.09741553807162491,0.09741553807162491,0.030681198317478526,0
base,base_a_2_2,затухающие колебания,5,early,2,X_n,-0.02621269359755539,0.02621269359755539,0.013821571412566245,1
base,base_a_2_2,затухающие колебания,5,early,2,Lag_1,0.02597253032567096,0.02597253032567096,0.01369493681850317,0
base,base_a_2_2,затухающие колебания,5,early,2,Lag_2,-0.02621133322005114,0.02621133322005114,0.013820854105329083,0
base,base_a_2_2,затухающие колебания,5,early,2,Lag_3,0.024780435644342416,0.024780435644342416,0.013066362661970874,0
base,base_a_2_2,затухающие колебания,5,early,2,Lag_4,-0.026200661918653226,0.026200661918653226,0.013815227283583833,0
base,base_a_2_2,затухающие колебания,5,early,2,Lag_5,0.01902846665733982,0.01902846665733982,0.010033433221856522,0
base,base_a_2_2,затухающие колебания,5,early,2,Lag_6,-0.026084874074505333,0.026084874074505333,0.01375417404040449,0
base,base_a_2_2,затухающие колебания,5,early,2,Lag_7,0.0018394825421788477,0.0018394825421788477,0.0009699323430563027,0
base,base_a_2_2,затухающие колебания,5,early,2,Lag_8,0.5104096242295011,0.5104096242295011,0.2691315581397203,0
base,base_a_2_2,затухающие колебания,5,early,2,Lag_9,0.5641394627039968,0.5641394627039968,0.297462519118494,0
base,base_a_2_2,затухающие колебания,5,early,2,Lag_10,0.6456264701180414,0.6456264701180414,0.3404294308545152,0
base,base_a_2_2,затухающие колебания,6,early,1,X_n,-0.3238142076028309,0.3238142076028309,0.09965206038144035,1
base,base_a_2_2,затухающие колебания,6,early,1,Lag_1,0.32381471689196084,0.32381471689196084,0.09965221711239883,0
base,base_a_2_2,затухающие колебания,6,early,1,Lag_2,-0.32381719108309553,0.32381719108309553,0.09965297853125742,0
base,base_a_2_2,затухающие колебания,6,early,1,Lag_3,0.3238203410934361,0.3238203410934361,0.09965394792979922,0
base,base_a_2_2,затухающие колебания,6,early,1,Lag_4,-0.3238342024272136,0.3238342024272136,0.09965821367984393,0
base,base_a_2_2,затухающие колебания,6,early,1,Lag_5,0.3238527193148969,0.3238527193148969,0.09966391215127035,0
base,base_a_2_2,затухающие колебания,6,early,1,Lag_6,-0.3239009289908451,0.3239009289908451,0.09967874841671442,0
base,base_a_2_2,затухающие колебания,6,early,1,Lag_7,0.3239876018839863,0.3239876018839863,0.09970542152795522,0
base,base_a_2_2,затухающие колебания,6,early,1,Lag_8,-0.32393544385362316,0.32393544385362316,0.09968937017792459,0
base,base_a_2_2,затухающие колебания,6,early,1,Lag_9,0.16563372266375692,0.16563372266375692,0.05097287686751627,0
base,base_a_2_2,затухающие колебания,6,early,1,Lag_10,-0.1690371178730427,0.1690371178730427,0.05202025322387935,0
base,base_a_2_2,затухающие колебания,6,early,2,X_n,0.004402364885158866,0.004402364885158866,0.0029896293930522892,1
base,base_a_2_2,затухающие колебания,6,early,2,Lag_1,-0.004449012332664371,0.004449012332664371,0.003021307498754854,0
base,base_a_2_2,затухающие колебания,6,early,2,Lag_2,0.004139428254298865,0.004139428254298865,0.002811070118517999,0
base,base_a_2_2,затухающие колебания,6,early,2,Lag_3,-0.004428468117314104,0.004428468117314104,0.0030073559995787156,0
base,base_a_2_2,затухающие колебания,6,early,2,Lag_4,0.0025881936302788442,0.0025881936302788442,0.0017576325347491303,0
base,base_a_2_2,затухающие колебания,6,early,2,Lag_5,-0.0043056892120137335,0.0043056892120137335,0.002923977307964532,0
base,base_a_2_2,затухающие колебания,6,early,2,Lag_6,-0.004816009107752772,0.004816009107752772,0.003270533624844148,0
base,base_a_2_2,затухающие колебания,6,early,2,Lag_7,-0.0036808384029338747,0.0036808384029338747,0.0024996434797088947,0
base,base_a_2_2,затухающие колебания,6,early,2,Lag_8,-0.026128629447901883,0.026128629447901883,0.01774385373210612,0
base,base_a_2_2,затухающие колебания,6,early,2,Lag_9,0.7111281580597499,0.7111281580597499,0.4829244506128306,0
base,base_a_2_2,затухающие колебания,6,early,2,Lag_10,0.7024785666433757,0.7024785666433757,0.4770505456978926,0
base,base_a_2_2,затухающие колебания,7,early,1,X_n,-0.311744689526571,0.311744689526571,0.09491020249553796,1
base,base_a_2_2,затухающие колебания,7,early,1,Lag_1,0.3117456191064044,0.3117456191064044,0.09491048550472204,0
base,base_a_2_2,затухающие колебания,7,early,1,Lag_2,-0.31174519625920644,0.31174519625920644,0.09491035676952772,0
base,base_a_2_2,затухающие колебания,7,early,1,Lag_3,0.31175093491810557,0.31175093491810557,0.09491210389561028,0
base,base_a_2_2,затухающие колебания,7,early,1,Lag_4,-0.31174830992928687,0.31174830992928687,0.09491130472170707,0
base,base_a_2_2,затухающие колебания,7,early,1,Lag_5,0.311781660332855,0.311781660332855,0.09492145820198211,0
base,base_a_2_2,затухающие колебания,7,early,1,Lag_6,-0.3117658886849203,0.3117658886849203,0.09491665654745692,0
base,base_a_2_2,затухающие колебания,7,early,1,Lag_7,0.31191273376699835,0.31191273376699835,0.09496136331213885,0
base,base_a_2_2,затухающие колебания,7,early,1,Lag_8,-0.3118304308073505,0.3118304308073505,0.09493630629969055,0
base,base_a_2_2,затухающие колебания,7,early,1,Lag_9,0.312121336658294,0.312121336658294,0.09502487214907875,0
base,base_a_2_2,затухающие колебания,7,early,1,Lag_10,-0.16648099902062674,0.16648099902062674,0.050684890102547814,0
base,base_a_2_2,затухающие колебания,7,early,2,X_n,-0.05988934416531894,0.05988934416531894,0.039632420887855804,1
base,base_a_2_2,затухающие колебания,7,early,2,Lag_1,0.05982196957238412,0.05982196957238412,0.03958783502268136,0
base,base_a_2_2,затухающие колебания,7,early,2,Lag_2,-0.05985502630853029,0.05985502630853029,0.03960971067515982,0
base,base_a_2_2,затухающие колебания,7,early,2,Lag_3,0.05943763597607063,0.05943763597607063,0.0393334981107861,0
base,base_a_2_2,затухающие колебания,7,early,2,Lag_4,-0.059642503452214723,0.059642503452214723,0.039469071377682505,0
base,base_a_2_2,затухающие колебания,7,early,2,Lag_5,0.05716516852315545,0.05716516852315545,0.03782966820910482,0
base,base_a_2_2,затухающие колебания,7,early,2,Lag_6,-0.05838388973334005,0.05838388973334005,0.038636170143967606,0
base,base_a_2_2,затухающие колебания,7,early,2,Lag_7,0.04619598819183335,0.04619598819183335,0.03057069455119163,0
base,base_a_2_2,затухающие колебания,7,early,2,Lag_8,-0.0522589831753063,0.0522589831753063,0.034582947020723724,0
base,base_a_2_2,затухающие колебания,7,early,2,Lag_9,0.013359437359970588,0.013359437359970588,0.008840752084607167,0
base,base_a_2_2,затухающие колебания,7,early,2,Lag_10,0.985110061446068,0.985110061446068,0.6519072319162396,0
base,base_a_2_2,затухающие колебания,8,early,1,X_n,0.301528564144287,0.301528564144287,0.09091428427141542,1
base,base_a_2_2,затухающие колебания,8,early,1,Lag_1,-0.3015285610629468,0.3015285610629468,0.09091428334235636,0
base,base_a_2_2,затухающие колебания,8,early,1,Lag_2,0.3015286601130446,0.3015286601130446,0.09091431320708501,0
base,base_a_2_2,затухающие колебания,8,early,1,Lag_3,-0.30152864077032343,0.30152864077032343,0.09091430737503506,0
base,base_a_2_2,затухающие колебания,8,early,1,Lag_4,0.30152923494145345,0.30152923494145345,0.09091448652437427,0
base,base_a_2_2,затухающие колебания,8,early,1,Lag_5,-0.3015291108171627,0.3015291108171627,0.09091444909949187,0
base,base_a_2_2,затухающие колебания,8,early,1,Lag_6,0.30153195191358106,0.30153195191358106,0.09091530572230687,0
base,base_a_2_2,затухающие колебания,8,early,1,Lag_7,-0.30153106333036983,0.30153106333036983,0.09091503780438376,0
base,base_a_2_2,затухающие колебания,8,early,1,Lag_8,0.30152841021958826,0.30152841021958826,0.09091423786137177,0
base,base_a_2_2,затухающие колебания,8,early,1,Lag_9,-0.3015202927455127,0.3015202927455127,0.09091179035080917,0
base,base_a_2_2,затухающие колебания,8,early,1,Lag_10,0.3013402467554077,0.3013402467554077,0.09085750444137042,0
base,base_a_2_2,затухающие колебания,9,early,1,X_n,0.3015139936526903,0.3015139936526903,0.0909098896541309,1
base,base_a_2_2,затухающие колебания,9,early,1,Lag_1,-0.3015139991333614,0.3015139991333614,0.0909098913066154,0
base,base_a_2_2,затухающие колебания,9,early,1,Lag_2,0.30151400004322315,0.30151400004322315,0.09090989158094905,0
base,base_a_2_2,затухающие колебания,9,early,1,Lag_3,-0.30151403373908536,0.30151403373908536,0.09090990174063376,0
base,base_a_2_2,затухающие колебания,9,early,1,Lag_4,0.3015140393093173,0.3015140393093173,0.0909099034201219,0
base,base_a_2_2,затухающие колебания,9,early,1,Lag_5,-0.3015142285046379,0.3015142285046379,0.0909099604646574,0
base,base_a_2_2,затухающие колебания,9,early,1,Lag_6,0.3015142588540033,0.3015142588540033,0.09090996961533537,0
base,base_a_2_2,затухающие колебания,9,early,1,Lag_7,-0.30151469270993786,0.30151469270993786,0.09091010042782158,0
base,base_a_2_2,затухающие колебания,9,early,1,Lag_8,0.3015147257755225,0.3015147257755225,0.09091011039747048,0
base,base_a_2_2,затухающие колебания,9,early,1,Lag_9,-0.30150014212982224,0.30150014212982224,0.09090571326284562,0
base,base_a_2_2,затухающие колебания,9,early,1,Lag_10,0.30149667581439005,0.30149667581439005,0.09090466812941872,0
base,base_a_2_2,затухающие колебания,10,early,1,X_n,0.30151279556145616,0.30151279556145616,0.09090952840815819,1
base,base_a_2_2,затухающие колебания,10,early,1,Lag_1,-0.30151279537887354,0.30151279537887354,0.09090952835310746,0
base,base_a_2_2,затухающие колебания,10,early,1,Lag_2,0.3015127994788857,0.3015127994788857,0.09090952958930765,0
base,base_a_2_2,затухающие колебания,10,early,1,Lag_3,-0.3015127983352226,0.3015127983352226,0.09090952924448024,0
base,base_a_2_2,затухающие колебания,10,early,1,Lag_4,0.3015128234157204,0.3015128234157204,0.09090953680653485,0
base,base_a_2_2,затухающие колебания,10,early,1,Lag_5,-0.3015128161696005,0.3015128161696005,0.09090953462174751,0
base,base_a_2_2,затухающие колебания,10,early,1,Lag_6,0.3015129520473177,0.3015129520473177,0.09090957559042072,0
base,base_a_2_2,затухающие колебания,10,early,1,Lag_7,-0.30151290299302563,0.30151290299302563,0.09090956079999517,0
base,base_a_2_2,затухающие колебания,10,early,1,Lag_8,0.30151302233916133,0.30151302233916133,0.09090959678420901,0
base,base_a_2_2,затухающие колебания,10,early,1,Lag_9,-0.30151258392927066,0.30151258392927066,0.09090946459865339,0
base,base_a_2_2,затухающие колебания,10,early,1,Lag_10,0.30149650030471015,0.30149650030471015,0.09090461520338587,0
base,base_a_2_2,затухающие колебания,11,early,1,X_n,0.3015114516014384,0.3015114516014384,0.09090912317797321,1
base,base_a_2_2,затухающие колебания,11,early,1,Lag_1,-0.3015114517700561,0.3015114517700561,0.09090912322881338,0
base,base_a_2_2,затухающие колебания,11,early,1,Lag_2,0.3015114517967486,0.3015114517967486,0.09090912323686146,0
base,base_a_2_2,затухающие колебания,11,early,1,Lag_3,-0.30151145283731084,0.30151145283731084,0.09090912355060278,0
base,base_a_2_2,затухающие колебания,11,early,1,Lag_4,0.30151145300134125,0.30151145300134125,0.0909091236000598,0
base,base_a_2_2,затухающие колебания,11,early,1,Lag_5,-0.30151145898704135,0.30151145898704135,0.0909091254048163,0
base,base_a_2_2,затухающие колебания,11,early,1,Lag_6,0.3015114599032468,0.3015114599032468,0.09090912568106263,0
base,base_a_2_2,затухающие колебания,11,early,1,Lag_7,-0.30151147746699203,0.30151147746699203,0.09090913097673108,0
base,base_a_2_2,затухающие колебания,11,early,1,Lag_8,0.30151147901370867,0.30151147901370867,0.09090913144308368,0
base,base_a_2_2,затухающие колебания,11,early,1,Lag_9,-0.3015108954131355,0.3015108954131355,0.09090895548089017,0
base,base_a_2_2,затухающие колебания,11,early,1,Lag_10,0.30151075856327797,0.30151075856327797,0.09090891421910563,0
base,base_a_2_2,затухающие колебания,12,early,1,X_n,0.30151140215073907,0.30151140215073907,0.09090910826801368,1
base,base_a_2_2,затухающие колебания,12,early,1,Lag_1,-0.30151140214455074,0.30151140214455074,0.09090910826614784,0
base,base_a_2_2,затухающие колебания,12,early,1,Lag_2,0.3015114022696446,0.3015114022696446,0.09090910830386506,0
base,base_a_2_2,затухающие колебания,12,early,1,Lag_3,-0.3015114022308995,0.3015114022308995,0.09090910829218297,0
base,base_a_2_2,затухающие колебания,12,early,1,Lag_4,0.30151140299950796,0.30151140299950796,0.09090910852392714,0
base,base_a_2_2,затухающие колебания,12,early,1,Lag_5,-0.30151140275464633,0.30151140275464633,0.09090910845009859,0
base,base_a_2_2,затухающие колебания,12,early,1,Lag_6,0.3015114070433572,0.3015114070433572,0.09090910974319356,0
base,base_a_2_2,затухающие колебания,12,early,1,Lag_7,-0.30151140540762167,0.30151140540762167,0.09090910925000074,0
base,base_a_2_2,затухающие колебания,12,early,1,Lag_8,0.30151141246978735,0.30151141246978735,0.09090911137932381,0
base,base_a_2_2,затухающие колебания,12,early,1,Lag_9,-0.3015113982065057,0.3015113982065057,0.09090910707878258,0
base,base_a_2_2,затухающие колебания,12,early,1,Lag_10,0.30151075267749977,0.30151075267749977,0.09090891244446404,0
base,base_a_2_2,затухающие колебания,13,early,1,X_n,0.301511347603079,0.301511347603079,0.09090909182125782,1
base,base_a_2_2,затухающие колебания,13,early,1,Lag_1,-0.3015113476075727,0.3015113476075727,0.09090909182261273,0
base,base_a_2_2,затухающие колебания,13,early,1,Lag_2,0.3015113476082767,0.3015113476082767,0.09090909182282499,0
base,base_a_2_2,затухающие колебания,13,early,1,Lag_3,-0.3015113476360268,0.3015113476360268,0.09090909183119196,0
base,base_a_2_2,затухающие колебания,13,early,1,Lag_4,0.30151134764035603,0.30151134764035603,0.09090909183249726,0
